suburb,year,type,median,total
Prahran,2018,All,1060000,26556000
Prahran,2018,Houses,1500000,19928000
Prahran,2018,Units,680000,6628000
WestFootscray,2016,All,812500,42182500
WestFootscray,2016,Houses,850000,36002000
WestFootscray,2016,Units,463000,4420500
WestFootscray,2016,Others,620000,1760000
WestFootscray,2017,All,842500,72179000
WestFootscray,2017,Houses,880000,60102500
WestFootscray,2017,Units,360000,7193500
WestFootscray,2017,Others,700000,4883000
WestFootscray,2018,All,866000,16928000
WestFootscray,2018,Houses,942500,15478000
WestFootscray,2018,Units,260000,827000
WestFootscray,2018,Others,623000,623000
Rockbank,2017,All,480000,960000
Rockbank,2017,Houses,480000,960000
Rockbank,2018,All,767500,1535000
Rockbank,2018,Houses,767500,1535000
Carrum,2017,All,712500,12651000
Carrum,2017,Houses,850000,7573500
Carrum,2017,Units,622500,3697500
Carrum,2017,Others,690000,1380000
Carrum,2018,All,788000,5100000
Carrum,2018,Houses,788000,2376000
Carrum,2018,Units,676000,1854000
Carrum,2018,Others,870000,870000
FawknerLot,2018,All,616000,616000
FawknerLot,2018,Houses,616000,616000
Eaglemont,2016,All,1668500,27631000
Eaglemont,2016,Houses,1901000,23856000
Eaglemont,2016,Units,600000,3775000
Eaglemont,2017,All,1756000,33998000
Eaglemont,2017,Houses,1896000,31478000
Eaglemont,2017,Units,750000,2520000
Eaglemont,2018,All,1250000,3904000
Eaglemont,2018,Houses,1600000,3200000
Eaglemont,2018,Units,704000,704000
SurreyHills,2016,All,1650000,118356500
SurreyHills,2016,Houses,1864000,97717500
SurreyHills,2016,Units,715000,12659000
SurreyHills,2016,Others,1280000,7980000
SurreyHills,2017,All,1520000,176142500
SurreyHills,2017,Houses,1910000,147930000
SurreyHills,2017,Units,800000,20643500
SurreyHills,2017,Others,1080000,7569000
SurreyHills,2018,All,1425000,24144500
SurreyHills,2018,Houses,1937500,15686000
SurreyHills,2018,Units,906500,3578500
SurreyHills,2018,Others,1125000,4880000
Kilsyth,2017,All,733750,10444000
Kilsyth,2017,Houses,733750,10444000
Kilsyth,2018,All,650000,3525000
Kilsyth,2018,Houses,830000,2335000
Kilsyth,2018,Units,595000,1190000
Windsor,2016,All,623000,31733500
Windsor,2016,Houses,1370000,17083000
Windsor,2016,Units,567500,14650500
Windsor,2017,All,1045000,41273000
Windsor,2017,Houses,1400000,30048500
Windsor,2017,Units,572500,9699500
Windsor,2017,Others,1525000,1525000
Windsor,2018,All,1350000,12467500
Windsor,2018,Houses,1550000,9502500
Windsor,2018,Units,632500,1265000
Windsor,2018,Others,1700000,1700000
Lalor,2017,All,671000,48825500
Lalor,2017,Houses,685000,45295000
Lalor,2017,Units,383000,1947000
Lalor,2017,Others,463000,1583500
Lalor,2018,All,632500,8898500
Lalor,2018,Houses,650250,7791500
Lalor,2018,Units,500000,500000
Lalor,2018,Others,607000,607000
Wantirna,2017,All,963500,32180300
Wantirna,2017,Houses,975000,31390300
Wantirna,2017,Others,790000,790000
Wantirna,2018,All,939000,7449888
Wantirna,2018,Houses,939000,7449888
Sunshine,2016,All,663750,50546999
Sunshine,2016,Houses,695000,45552499
Sunshine,2016,Units,470000,3514500
Sunshine,2016,Others,500000,1480000
Sunshine,2017,All,760000,70410300
Sunshine,2017,Houses,777500,63211800
Sunshine,2017,Units,586000,3373500
Sunshine,2017,Others,612500,3825000
Sunshine,2018,All,827500,13766500
Sunshine,2018,Houses,853000,12576500
Sunshine,2018,Others,595000,1190000
ChelseaHeights,2017,All,720500,13346990
ChelseaHeights,2017,Houses,725000,11519490
ChelseaHeights,2017,Units,620000,1240000
ChelseaHeights,2017,Others,587500,587500
ChelseaHeights,2018,All,835000,835000
ChelseaHeights,2018,Houses,835000,835000
Lilydale,2017,All,840000,2445000
Lilydale,2017,Houses,840000,2445000
Lilydale,2018,All,660000,2060000
Lilydale,2018,Houses,660000,2060000
Plumpton,2017,All,587000,2778500
Plumpton,2017,Houses,587000,2778500
Plumpton,2018,All,660000,3131500
Plumpton,2018,Houses,660000,3131500
Toorak,2016,All,1170000,128356801
Toorak,2016,Houses,3045000,77615000
Toorak,2016,Units,705000,35471801
Toorak,2016,Others,1925000,15270000
Toorak,2017,All,922500,137711500
Toorak,2017,Houses,3260000,73624000
Toorak,2017,Units,750000,52912500
Toorak,2017,Others,1700000,11175000
Toorak,2018,All,1167500,18625000
Toorak,2018,Houses,4515000,11615000
Toorak,2018,Units,910000,4675000
Toorak,2018,Others,1167500,2335000
BrunswickEast,2016,All,899000,45278500
BrunswickEast,2016,Houses,1125000,29478500
BrunswickEast,2016,Units,470500,7923000
BrunswickEast,2016,Others,892000,7877000
BrunswickEast,2017,All,908500,82992000
BrunswickEast,2017,Houses,1185000,55645500
BrunswickEast,2017,Units,461500,16492500
BrunswickEast,2017,Others,790000,10854000
BrunswickEast,2018,All,965000,9881000
BrunswickEast,2018,Houses,986000,8236000
BrunswickEast,2018,Units,925000,925000
BrunswickEast,2018,Others,720000,720000
Donvale,2017,All,1145000,45195500
Donvale,2017,Houses,1165500,40163000
Donvale,2017,Units,746750,1493500
Donvale,2017,Others,869000,3539000
Donvale,2018,All,1262000,9606000
Donvale,2018,Houses,1660000,7670000
Donvale,2018,Others,968000,1936000
Cremorne,2016,All,1000000,18374500
Cremorne,2016,Houses,1015000,14761000
Cremorne,2016,Units,546000,2603500
Cremorne,2016,Others,1010000,1010000
Cremorne,2017,All,1200000,13495500
Cremorne,2017,Houses,1244500,11810500
Cremorne,2017,Units,570000,1685000
Cremorne,2018,All,1268500,7002000
Cremorne,2018,Houses,1272500,5200000
Cremorne,2018,Units,525000,525000
Cremorne,2018,Others,1277000,1277000
Huntingdale,2017,All,1080000,10408800
Huntingdale,2017,Houses,1093800,9553800
Huntingdale,2017,Units,427500,855000
Burnside,2017,All,620000,4342600
Burnside,2017,Houses,620000,4342600
Emerald,2017,All,782500,1565000
Emerald,2017,Houses,782500,1565000
Emerald,2018,All,462000,462000
Emerald,2018,Houses,462000,462000
NarreWarren,2017,All,635000,8776500
NarreWarren,2017,Houses,650000,8378500
NarreWarren,2017,Units,398000,398000
NarreWarren,2018,All,573500,1147000
NarreWarren,2018,Houses,652000,652000
NarreWarren,2018,Others,495000,495000
Ardeer,2017,All,617500,8837000
Ardeer,2017,Houses,620000,8232000
Ardeer,2017,Others,605000,605000
Ardeer,2018,All,624000,5586500
Ardeer,2018,Houses,624000,5586500
Armadale,2016,All,1101000,84200000
Armadale,2016,Houses,2200000,60524500
Armadale,2016,Units,577000,19783500
Armadale,2016,Others,1205000,3892000
Armadale,2017,All,1440000,141247500
Armadale,2017,Houses,1900000,105703000
Armadale,2017,Units,627000,24501500
Armadale,2017,Others,1320000,11043000
Armadale,2018,All,798000,14989500
Armadale,2018,Houses,1790000,8930000
Armadale,2018,Units,595750,4944500
Armadale,2018,Others,1115000,1115000
Brighton,2016,All,1627500,236474188
Brighton,2016,Houses,2100000,180850888
Brighton,2016,Units,834000,34211300
Brighton,2016,Others,1475000,21412000
Brighton,2017,All,1850000,332759750
Brighton,2017,Houses,2410000,223271000
Brighton,2017,Units,930000,45432750
Brighton,2017,Others,1763500,64056000
Brighton,2018,All,1900000,59766000
Brighton,2018,Houses,2300000,44911000
Brighton,2018,Units,970000,5705000
Brighton,2018,Others,1900000,9150000
BurwoodEast,2017,All,1053000,33628800
BurwoodEast,2017,Houses,1088000,30566800
BurwoodEast,2017,Units,746000,2282000
BurwoodEast,2017,Others,780000,780000
BurwoodEast,2018,All,1177000,10109000
BurwoodEast,2018,Houses,1177000,9284000
BurwoodEast,2018,Units,825000,825000
AltonaMeadows,2017,All,610000,11305000
AltonaMeadows,2017,Houses,650000,9506000
AltonaMeadows,2017,Units,415000,1257500
AltonaMeadows,2017,Others,541500,541500
AltonaMeadows,2018,All,739500,5687500
AltonaMeadows,2018,Houses,739500,5687500
croydon,2017,All,730000,730000
croydon,2017,Houses,730000,730000
Kingsbury,2016,All,610000,5867000
Kingsbury,2016,Houses,622500,5387000
Kingsbury,2016,Units,480000,480000
Kingsbury,2017,All,735500,12926001
Kingsbury,2017,Houses,809000,9506001
Kingsbury,2017,Units,434000,2908000
Kingsbury,2017,Others,512000,512000
Kingsbury,2018,All,702500,6147500
Kingsbury,2018,Houses,725000,3755000
Kingsbury,2018,Units,584500,2392500
Warrandyte,2017,All,1106000,12048000
Warrandyte,2017,Houses,1106000,12048000
Warrandyte,2018,All,2240500,4481000
Warrandyte,2018,Houses,2240500,4481000
Seaford,2017,All,770000,22952500
Seaford,2017,Houses,782500,20687500
Seaford,2017,Units,556000,1112000
Seaford,2017,Others,576500,1153000
Seaford,2018,All,635000,6145000
Seaford,2018,Houses,697500,5725000
Seaford,2018,Units,420000,420000
Cheltenham,2017,All,1050000,112905000
Cheltenham,2017,Houses,1147500,85387000
Cheltenham,2017,Units,685000,12893000
Cheltenham,2017,Others,898000,14625000
Cheltenham,2018,All,952500,35932000
Cheltenham,2018,Houses,1185000,21901500
Cheltenham,2018,Units,523000,2066500
Cheltenham,2018,Others,880000,11964000
PortMelbourne,2016,All,1100000,131707500
PortMelbourne,2016,Houses,1350500,84057000
PortMelbourne,2016,Units,727500,44356500
PortMelbourne,2016,Others,950000,3294000
PortMelbourne,2017,All,1260000,170604500
PortMelbourne,2017,Houses,1592500,117004500
PortMelbourne,2017,Units,725000,45956000
PortMelbourne,2017,Others,1921500,7644000
PortMelbourne,2018,All,1275000,38977888
PortMelbourne,2018,Houses,1735000,18851000
PortMelbourne,2018,Units,841000,17501888
PortMelbourne,2018,Others,1312500,2625000
Mentone,2017,All,883000,67804750
Mentone,2017,Houses,1157500,37550000
Mentone,2017,Units,600000,11360750
Mentone,2017,Others,860000,18894000
Mentone,2018,All,952000,23131000
Mentone,2018,Houses,1137500,13657000
Mentone,2018,Units,647500,2723000
Mentone,2018,Others,990500,6751000
Parkdale,2017,All,1057500,69186750
Parkdale,2017,Houses,1270000,48396500
Parkdale,2017,Units,681000,7513000
Parkdale,2017,Others,915000,13277250
Parkdale,2018,All,1037500,15653000
Parkdale,2018,Houses,1200000,10296000
Parkdale,2018,Units,606250,3583500
Parkdale,2018,Others,886750,1773500
Coolaroo,2017,All,456000,3715000
Coolaroo,2017,Houses,456000,3715000
Coolaroo,2018,All,522500,1045000
Coolaroo,2018,Houses,522500,1045000
TemplestoweLower,2016,All,1070000,79958000
TemplestoweLower,2016,Houses,1100000,75697500
TemplestoweLower,2016,Units,725000,2846000
TemplestoweLower,2016,Others,707250,1414500
TemplestoweLower,2017,All,1230000,108605500
TemplestoweLower,2017,Houses,1300500,93198500
TemplestoweLower,2017,Units,755000,2193000
TemplestoweLower,2017,Others,955000,13214000
TemplestoweLower,2018,All,1250000,20528500
TemplestoweLower,2018,Houses,1262500,17580000
TemplestoweLower,2018,Units,903500,2948500
Docklands,2016,All,800000,4375000
Docklands,2016,Units,712500,3005000
Docklands,2016,Others,1370000,1370000
Docklands,2017,All,612500,1225000
Docklands,2017,Units,612500,1225000
Fairfield,2016,All,1059500,33337900
Fairfield,2016,Houses,1220000,26904000
Fairfield,2016,Units,545000,4782900
Fairfield,2016,Others,825500,1651000
Fairfield,2017,All,1225000,37542500
Fairfield,2017,Houses,1500000,28815000
Fairfield,2017,Units,620000,7817500
Fairfield,2017,Others,910000,910000
Fairfield,2018,All,1275000,6650000
Fairfield,2018,Houses,1330000,5445000
Fairfield,2018,Units,360000,1205000
GlenWaverley,2017,All,1250000,151029790
GlenWaverley,2017,Houses,1324400,117534790
GlenWaverley,2017,Units,901000,23294000
GlenWaverley,2017,Others,1147500,10201000
GlenWaverley,2018,All,1280000,35717500
GlenWaverley,2018,Houses,1305000,29347500
GlenWaverley,2018,Units,872500,3935000
GlenWaverley,2018,Others,2435000,2435000
CranbourneNorth,2017,All,585000,1170000
CranbourneNorth,2017,Houses,585000,1170000
CranbourneNorth,2018,All,645000,645000
CranbourneNorth,2018,Houses,645000,645000
Brookfield,2017,All,497000,1994000
Brookfield,2017,Houses,497000,1994000
MountWaverley,2017,All,1400000,195328600
MountWaverley,2017,Houses,1450000,166342300
MountWaverley,2017,Units,806500,14058500
MountWaverley,2017,Others,1115000,14927800
MountWaverley,2018,All,1270000,36705300
MountWaverley,2018,Houses,1378000,29841000
MountWaverley,2018,Units,796250,3402500
MountWaverley,2018,Others,1200800,3461800
WandinNorth,2018,All,1150000,1150000
WandinNorth,2018,Houses,1150000,1150000
EssendonWest,2016,All,925000,20535500
EssendonWest,2016,Houses,1112500,15104500
EssendonWest,2016,Units,520000,520000
EssendonWest,2016,Others,765000,4911000
EssendonWest,2017,All,1333750,16030500
EssendonWest,2017,Houses,1333750,16030500
EssendonWest,2018,All,1082500,2165000
EssendonWest,2018,Houses,1365000,1365000
EssendonWest,2018,Others,800000,800000
Officer,2017,All,563000,1712000
Officer,2017,Houses,563000,1712000
Officer,2018,All,667000,667000
Officer,2018,Houses,667000,667000
SpringvaleSouth,2017,All,765250,5873500
SpringvaleSouth,2017,Houses,795250,4723500
SpringvaleSouth,2017,Units,575000,1150000
