suburb, year, type, median, total
Bellfield, 2016, Units, 752000, 1504000
Bellfield, 2017, All, 874500, 12042500
Bellfield, 2017, Houses, 874500, 12042500
Bellfield, 2018, All, 812500, 1625000
Bellfield, 2018, Houses, 812500, 1625000
Eltham, 2017, All, 915750, 58248200
Eltham, 2017, Houses, 930000, 51324500
Eltham, 2017, Units, 652350, 5417700
Eltham, 2017, Others, 753000, 1506000
Eltham, 2018, All, 1005000, 15975700
Eltham, 2018, Houses, 1165000, 13948200
Eltham, 2018, Units, 681750, 1363500
Eltham, 2018, Others, 664000, 664000
Aberfeldie, 2016, All, 1192500, 27682000
Aberfeldie, 2016, Houses, 1346000, 23511000
Aberfeldie, 2016, Units, 456000, 3236000
Aberfeldie, 2016, Others, 935000, 935000
Aberfeldie, 2017, All, 1325000, 56525500
Aberfeldie, 2017, Houses, 1510000, 46556500
Aberfeldie, 2017, Units, 347500, 4929000
Aberfeldie, 2017, Others, 1260000, 5040000
Aberfeldie, 2018, All, 1630000, 7296000
Aberfeldie, 2018, Houses, 1630000, 7296000
Albanvale, 2017, All, 540000, 4824500
Albanvale, 2017, Houses, 547500, 4409500
Albanvale, 2017, Units, 415000, 415000
Croydon South, 2017, All, 952000, 6667000
Croydon South, 2017, Houses, 952000, 6667000
Croydon South, 2018, All, 808500, 3172000
Croydon South, 2018, Houses, 702000, 2257000
Croydon South, 2018, Others, 915000, 915000
Langwarrin, 2017, All, 564750, 7117500
Langwarrin, 2017, Houses, 635000, 5933500
Langwarrin, 2017, Units, 400000, 1184000
Langwarrin, 2018, All, 570000, 1770000
Langwarrin, 2018, Houses, 570000, 1770000
Caulfield, 2016, All, 1155000, 6935500
Caulfield, 2016, Houses, 1220000, 3975000
Caulfield, 2016, Units, 680250, 1360500
Caulfield, 2016, Others, 1600000, 1600000
Caulfield, 2017, All, 542500, 5281000
Caulfield, 2017, Houses, 811000, 2012000
Caulfield, 2017, Units, 535000, 3269000
Dingley Village, 2017, All, 871000, 29452500
Dingley Village, 2017, Houses, 892000, 25379000
Dingley Village, 2017, Units, 629250, 2531500
Dingley Village, 2017, Others, 771000, 1542000
Dingley Village, 2018, All, 877500, 10581500
Dingley Village, 2018, Houses, 880000, 9901500
Dingley Village, 2018, Units, 680000, 680000
Eumemmerring, 2017, All, 580000, 1798000
Eumemmerring, 2017, Houses, 580000, 1798000
Hillside, 2017, All, 648000, 31272700
Hillside, 2017, Houses, 654000, 29894700
Hillside, 2017, Units, 485000, 1378000
Hillside, 2018, All, 666000, 13792000
Hillside, 2018, Houses, 680000, 12772000
Hillside, 2018, Units, 510000, 1020000
New Gisborne, 2017, All, 703750, 3327500
New Gisborne, 2017, Houses, 703750, 3327500
New Gisborne, 2018, All, 625000, 625000
New Gisborne, 2018, Houses, 625000, 625000
Kings Park, 2017, All, 528000, 5411000
Kings Park, 2017, Houses, 528000, 5411000
Kings Park, 2018, All, 635000, 3000000
Kings Park, 2018, Houses, 650000, 2560000
Kings Park, 2018, Units, 440000, 440000
Kurunjang, 2017, All, 358500, 3563500
Kurunjang, 2017, Houses, 358500, 3563500
Kurunjang, 2018, All, 439000, 1385000
Kurunjang, 2018, Houses, 439000, 1385000
Ringwood East, 2017, All, 905000, 26827888
Ringwood East, 2017, Houses, 925944, 23918888
Ringwood East, 2017, Units, 584500, 1169000
Ringwood East, 2017, Others, 870000, 1740000
Ringwood East, 2018, All, 797500, 6244000
Ringwood East, 2018, Houses, 817500, 3327000
Ringwood East, 2018, Units, 700000, 2057000
Ringwood East, 2018, Others, 860000, 860000
Thomastown, 2017, All, 651000, 39804500
Thomastown, 2017, Houses, 672000, 32461500
Thomastown, 2017, Units, 460000, 6936500
Thomastown, 2017, Others, 406500, 406500
Thomastown, 2018, All, 632000, 12450500
Thomastown, 2018, Houses, 640500, 10714000
Thomastown, 2018, Units, 385000, 1736500
Werribee South, 2017, All, 355000, 355000
Werribee South, 2017, Houses, 355000, 355000
Werribee South, 2018, All, 640000, 640000
Werribee South, 2018, Houses, 640000, 640000
Monbulk, 2017, All, 720000, 720000
Monbulk, 2017, Houses, 720000, 720000
Nunawading, 2017, All, 1008500, 43861580
Nunawading, 2017, Houses, 1060000, 31045000
Nunawading, 2017, Units, 725000, 6535500
Nunawading, 2017, Others, 1062500, 6281080
Nunawading, 2018, All, 868000, 11685000
Nunawading, 2018, Houses, 985000, 7845500
Nunawading, 2018, Units, 620500, 2939500
Nunawading, 2018, Others, 900000, 900000
Caulfield North, 2016, All, 570000, 20193500
Caulfield North, 2016, Houses, 1877500, 11520000
Caulfield North, 2016, Units, 529000, 7063500
Caulfield North, 2016, Others, 1610000, 1610000
Caulfield North, 2017, All, 616000, 40676750
Caulfield North, 2017, Houses, 1825000, 20807500
Caulfield North, 2017, Units, 557500, 18394250
Caulfield North, 2017, Others, 1475000, 1475000
Caulfield North, 2018, All, 715000, 2910000
Caulfield North, 2018, Houses, 1545000, 1545000
Caulfield North, 2018, Units, 682500, 1365000
Ferntree Gully, 2017, All, 761000, 35589488
Ferntree Gully, 2017, Houses, 791100, 29511488
Ferntree Gully, 2017, Units, 610000, 2844000
Ferntree Gully, 2017, Others, 670000, 3234000
Ferntree Gully, 2018, All, 755000, 8430000
Ferntree Gully, 2018, Houses, 845000, 7197000
Ferntree Gully, 2018, Units, 597000, 597000
Ferntree Gully, 2018, Others, 636000, 636000
Doreen, 2017, All, 550000, 10350000
Doreen, 2017, Houses, 550000, 10350000
Doreen, 2018, All, 537000, 9866500
Doreen, 2018, Houses, 547500, 9336500
Doreen, 2018, Units, 530000, 530000
Beaumaris, 2017, All, 1660000, 100911000
Beaumaris, 2017, Houses, 1750000, 83572000
Beaumaris, 2017, Units, 674500, 3836500
Beaumaris, 2017, Others, 1222500, 13502500
Beaumaris, 2018, All, 1660000, 32321000
Beaumaris, 2018, Houses, 1702000, 26427000
Beaumaris, 2018, Units, 616000, 1232000
Beaumaris, 2018, Others, 1600000, 4662000
Springvale, 2017, All, 752500, 21026500
Springvale, 2017, Houses, 770000, 16357500
Springvale, 2017, Units, 625000, 4669000
Springvale, 2018, All, 810000, 9149000
Springvale, 2018, Houses, 820000, 7894000
Springvale, 2018, Units, 570000, 570000
Springvale, 2018, Others, 685000, 685000
Darley, 2017, All, 380000, 380000
Darley, 2017, Houses, 380000, 380000
Ivanhoe East, 2016, All, 1700000, 31233000
Ivanhoe East, 2016, Houses, 1836000, 27043000
Ivanhoe East, 2016, Units, 485000, 3140000
Ivanhoe East, 2016, Others, 1050000, 1050000
Ivanhoe East, 2017, All, 1879000, 37643000
Ivanhoe East, 2017, Houses, 2010000, 35619000
Ivanhoe East, 2017, Units, 629000, 2024000
Ivanhoe East, 2018, All, 1461000, 5424000
Ivanhoe East, 2018, Houses, 1490000, 4852000
Ivanhoe East, 2018, Units, 572000, 572000
Tullamarine, 2017, All, 610000, 24599500
Tullamarine, 2017, Houses, 660000, 17467500
Tullamarine, 2017, Units, 487500, 4512000
Tullamarine, 2017, Others, 545000, 2620000
Tullamarine, 2018, All, 610000, 3684500
Tullamarine, 2018, Houses, 732000, 2192000
Tullamarine, 2018, Units, 482500, 1492500
Brunswick, 2016, All, 860000, 127795000
Brunswick, 2016, Houses, 1026000, 95407500
Brunswick, 2016, Units, 505500, 17532500
Brunswick, 2016, Others, 752000, 14855000
Brunswick, 2017, All, 1025000, 202174150
Brunswick, 2017, Houses, 1250000, 163690000
Brunswick, 2017, Units, 498000, 23508150
Brunswick, 2017, Others, 857000, 14976000
Brunswick, 2018, All, 1000000, 48512500
Brunswick, 2018, Houses, 1105000, 38993500
Brunswick, 2018, Units, 620000, 8541000
Brunswick, 2018, Others, 978000, 978000
Essendon North, 2016, All, 712000, 8601000
Essendon North, 2016, Houses, 1580000, 4505000
Essendon North, 2016, Units, 396000, 3316000
Essendon North, 2016, Others, 780000, 780000
Essendon North, 2017, All, 801000, 25038000
Essendon North, 2017, Houses, 1247500, 15705500
Essendon North, 2017, Units, 445000, 6210000
Essendon North, 2017, Others, 805000, 3122500
Essendon North, 2018, All, 650000, 1725000
Essendon North, 2018, Houses, 680000, 1360000
Essendon North, 2018, Units, 365000, 365000
Moonee Ponds, 2016, All, 975500, 99672000
Moonee Ponds, 2016, Houses, 1211000, 77694000
Moonee Ponds, 2016, Units, 470000, 13287000
Moonee Ponds, 2016, Others, 856250, 8691000
Moonee Ponds, 2017, All, 1207500, 138763200
Moonee Ponds, 2017, Houses, 1305000, 117805200
Moonee Ponds, 2017, Units, 470000, 13128000
Moonee Ponds, 2017, Others, 965000, 7830000
Moonee Ponds, 2018, All, 1250000, 35297500
Moonee Ponds, 2018, Houses, 1400000, 31435000
Moonee Ponds, 2018, Units, 432750, 2967500
Moonee Ponds, 2018, Others, 895000, 895000
Diggers Rest, 2017, All, 428500, 2775000
Diggers Rest, 2017, Houses, 435000, 2378000
Diggers Rest, 2017, Units, 397000, 397000
Diggers Rest, 2018, All, 517500, 1035000
Diggers Rest, 2018, Houses, 517500, 1035000
Oak Park, 2016, All, 719375, 33833483
Oak Park, 2016, Houses, 835000, 23195833
Oak Park, 2016, Units, 536000, 4274500
Oak Park, 2016, Others, 635000, 6363150
Oak Park, 2017, All, 865000, 51333444
Oak Park, 2017, Houses, 1000000, 35760776
Oak Park, 2017, Units, 639000, 5010000
Oak Park, 2017, Others, 650000, 10562668
Oak Park, 2018, All, 600000, 7385000
Oak Park, 2018, Houses, 790000, 2469000
Oak Park, 2018, Units, 555000, 2886000
Oak Park, 2018, Others, 600000, 2030000
Wonga Park, 2017, All, 1357500, 2715000
Wonga Park, 2017, Houses, 1357500, 2715000
Altona, 2016, All, 720000, 31999700
Altona, 2016, Houses, 857000, 19455100
Altona, 2016, Units, 580000, 8110000
Altona, 2016, Others, 731500, 4434600
Altona, 2017, All, 907000, 53998250
Altona, 2017, Houses, 1020000, 39881500
Altona, 2017, Units, 605000, 7839250
Altona, 2017, Others, 790000, 6277500
Altona, 2018, All, 1005000, 10375000
Altona, 2018, Houses, 970000, 7553000
Altona, 2018, Units, 806000, 1612000
Altona, 2018, Others, 1210000, 1210000
Hampton, 2016, All, 1515000, 143357000
Hampton, 2016, Houses, 1697500, 109716500
Hampton, 2016, Units, 740000, 12805000
Hampton, 2016, Others, 1405000, 20835500
Hampton, 2017, All, 1715000, 181261250
Hampton, 2017, Houses, 2000000, 130523000
Hampton, 2017, Units, 810000, 18480750
Hampton, 2017, Others, 1477500, 32257500
Hampton, 2018, All, 1429000, 33390000
Hampton, 2018, Houses, 1720000, 22929000
Hampton, 2018, Units, 850000, 3895000
Hampton, 2018, Others, 1100000, 6566000
viewbank, 2017, All, 885000, 885000
viewbank, 2017, Others, 885000, 885000
Coldstream, 2017, All, 630000, 630000
Coldstream, 2017, Houses, 630000, 630000
Clayton, 2017, All, 1045000, 34077888
Clayton, 2017, Houses, 1215000, 27425388
Clayton, 2017, Units, 736000, 5102500
Clayton, 2017, Others, 775000, 1550000
Clayton, 2018, All, 962000, 5803000
Clayton, 2018, Houses, 1620500, 3241000
Clayton, 2018, Others, 800000, 2562000
Silvan, 2017, All, 1077500, 2155000
Silvan, 2017, Houses, 1077500, 2155000
Noble Park, 2017, All, 650000, 25292000
Noble Park, 2017, Houses, 715000, 19344500
Noble Park, 2017, Units, 466250, 3855500
Noble Park, 2017, Others, 522500, 2092000
Noble Park, 2018, All, 630000, 7275500
Noble Park, 2018, Houses, 721250, 4595500
Noble Park, 2018, Units, 510000, 1520000
Noble Park, 2018, Others, 580000, 1160000
Doncaster, 2016, All, 1201000, 105058400
Doncaster, 2016, Houses, 1322000, 83591600
Doncaster, 2016, Units, 700000, 9701800
Doncaster, 2016, Others, 923000, 11765000
Doncaster, 2017, All, 1350000, 135426200
Doncaster, 2017, Houses, 1400000, 109987000
Doncaster, 2017, Units, 781000, 10741000
Doncaster, 2017, Others, 1037500, 14698200
Doncaster, 2018, All, 1300000, 18505000
Doncaster, 2018, Houses, 1320000, 14945000
Doncaster, 2018, Units, 490000, 490000
Doncaster, 2018, Others, 885000, 3070000
Gowanbrae, 2016, All, 600000, 10516500
Gowanbrae, 2016, Houses, 631000, 9516500
Gowanbrae, 2016, Others, 500000, 1000000
Gowanbrae, 2017, All, 820000, 16339000
Gowanbrae, 2017, Houses, 825000, 15684000
Gowanbrae, 2017, Others, 655000, 655000
Gowanbrae, 2018, All, 770000, 4185000
Gowanbrae, 2018, Houses, 780000, 3485000
Gowanbrae, 2018, Others, 700000, 700000
Campbellfield, 2016, All, 445000, 2693000
Campbellfield, 2016, Houses, 445000, 2693000
Campbellfield, 2017, All, 620000, 4196000
Campbellfield, 2017, Houses, 620000, 4196000
Campbellfield, 2018, All, 407500, 1890000
Campbellfield, 2018, Houses, 430000, 1540000
Campbellfield, 2018, Others, 350000, 350000
Doveton, 2017, All, 504250, 9266500
Doveton, 2017, Houses, 504250, 8324500
Doveton, 2017, Units, 471000, 942000
Doveton, 2018, All, 670000, 670000
Doveton, 2018, Houses, 670000, 670000
Box Hill, 2016, All, 1185000, 46635900
Box Hill, 2016, Houses, 1461400, 38430400
Box Hill, 2016, Units, 588000, 5658000
Box Hill, 2016, Others, 822500, 2547500
Box Hill, 2017, All, 1525000, 55292100
Box Hill, 2017, Houses, 1726000, 46012600
Box Hill, 2017, Units, 646500, 6739500
Box Hill, 2017, Others, 820000, 2540000
Box Hill, 2018, All, 2000000, 10677888
Box Hill, 2018, Houses, 2064444, 10008888
Box Hill, 2018, Units, 669000, 669000
Oakleigh South, 2016, All, 900000, 43875347
Oakleigh South, 2016, Houses, 980000, 38180347
Oakleigh South, 2016, Units, 645000, 2615000
Oakleigh South, 2016, Others, 740000, 3080000
Oakleigh South, 2017, All, 1043750, 65675349
Oakleigh South, 2017, Houses, 1058500, 58874349
Oakleigh South, 2017, Units, 728750, 2873500
Oakleigh South, 2017, Others, 942500, 3927500
Oakleigh South, 2018, All, 949000, 1898000
Oakleigh South, 2018, Houses, 949000, 1898000
Frankston South, 2017, All, 870500, 30311500
Frankston South, 2017, Houses, 881000, 29568000
Frankston South, 2017, Others, 743500, 743500
Frankston South, 2018, All, 872500, 7450500
Frankston South, 2018, Houses, 872500, 7450500
Bayswater, 2017, All, 720000, 21115000
Bayswater, 2017, Houses, 755000, 16289000
Bayswater, 2017, Units, 520000, 2680000
Bayswater, 2017, Others, 646000, 2146000
Bayswater, 2018, All, 822000, 4059000
Bayswater, 2018, Houses, 842000, 3407000
Bayswater, 2018, Units, 652000, 652000
Newport, 2016, All, 922500, 83854500
Newport, 2016, Houses, 942500, 74173000
Newport, 2016, Units, 522500, 3295000
Newport, 2016, Others, 795000, 6386500
Newport, 2017, All, 1000000, 104245500
Newport, 2017, Houses, 1100000, 90439500
Newport, 2017, Units, 539500, 4500000
Newport, 2017, Others, 863000, 9306000
Newport, 2018, All, 935000, 26857100
Newport, 2018, Houses, 1030000, 20038600
Newport, 2018, Units, 441000, 1263500
Newport, 2018, Others, 932500, 5555000
Derrimut, 2017, All, 749000, 7493000
Derrimut, 2017, Houses, 749000, 7493000
Derrimut, 2018, All, 805000, 3948000
Derrimut, 2018, Houses, 805000, 3948000
South Yarra, 2016, All, 687000, 142206350
South Yarra, 2016, Houses, 1810000, 72338300
South Yarra, 2016, Units, 551000, 62068050
South Yarra, 2016, Others, 1460000, 7800000
South Yarra, 2017, All, 837500, 167071300
South Yarra, 2017, Houses, 1702000, 69752500
South Yarra, 2017, Units, 650500, 85773800
South Yarra, 2017, Others, 1510000, 11545000
South Yarra, 2018, All, 940000, 37857200
South Yarra, 2018, Houses, 2230000, 18520000
South Yarra, 2018, Units, 682500, 15135200
South Yarra, 2018, Others, 1500000, 4202000
Bacchus Marsh, 2017, All, 431000, 1692000
Bacchus Marsh, 2017, Houses, 431000, 1692000
Preston, 2016, All, 850000, 136724538
Preston, 2016, Houses, 890000, 118798900
Preston, 2016, Units, 485000, 7459750
Preston, 2016, Others, 627500, 10465888
Preston, 2017, All, 902500, 186480450
Preston, 2017, Houses, 980000, 150272750
Preston, 2017, Units, 515000, 16207700
Preston, 2017, Others, 710000, 20000000
Preston, 2018, All, 875000, 42661000
Preston, 2018, Houses, 1000000, 31610000
Preston, 2018, Units, 507500, 4303000
Preston, 2018, Others, 753000, 6748000
Dandenong North, 2017, All, 645400, 24438700
Dandenong North, 2017, Houses, 682000, 21194700
Dandenong North, 2017, Units, 470000, 3244000
Dandenong North, 2018, All, 661750, 4084500
Dandenong North, 2018, Houses, 661750, 4084500
Glenroy, 2016, All, 592000, 77231587
Glenroy, 2016, Houses, 630000, 57634985
Glenroy, 2016, Units, 436000, 6018250
Glenroy, 2016, Others, 488500, 13578352
Glenroy, 2017, All, 685500, 128407543
Glenroy, 2017, Houses, 770000, 92030410
Glenroy, 2017, Units, 493000, 7961500
Glenroy, 2017, Others, 595000, 28415633
Glenroy, 2018, All, 685000, 20652777
Glenroy, 2018, Houses, 725000, 14461277
Glenroy, 2018, Units, 635000, 635000
Glenroy, 2018, Others, 567500, 5556500
Riddells Creek, 2017, All, 892250, 1784500
Riddells Creek, 2017, Houses, 892250, 1784500
Riddells Creek, 2018, All, 695000, 1390000
Riddells Creek, 2018, Houses, 695000, 1390000
Bonbeach, 2017, All, 942500, 13157500
Bonbeach, 2017, Houses, 965000, 9980500
Bonbeach, 2017, Units, 772000, 772000
Bonbeach, 2017, Others, 1202500, 2405000
Bonbeach, 2018, All, 1050000, 1050000
Bonbeach, 2018, Houses, 1050000, 1050000
Ivanhoe, 2016, All, 855000, 68278500
Ivanhoe, 2016, Houses, 1320000, 48197500
Ivanhoe, 2016, Units, 490000, 12442000
Ivanhoe, 2016, Others, 764500, 7639000
Ivanhoe, 2017, All, 1215000, 118398500
Ivanhoe, 2017, Houses, 1510000, 87763000
Ivanhoe, 2017, Units, 845000, 14596500
Ivanhoe, 2017, Others, 972500, 16039000
Ivanhoe, 2018, All, 1155000, 19808000
Ivanhoe, 2018, Houses, 1262000, 15380000
Ivanhoe, 2018, Units, 730000, 2513000
Ivanhoe, 2018, Others, 957500, 1915000
Frankston North, 2017, All, 493000, 6591000
Frankston North, 2017, Houses, 493000, 6591000
Research, 2017, All, 720000, 2955000
Research, 2017, Houses, 1175000, 2350000
Research, 2017, Units, 605000, 605000
Research, 2018, All, 900000, 2480000
Research, 2018, Houses, 915000, 1830000
Research, 2018, Units, 650000, 650000
Mont Albert, 2016, All, 1320000, 46988000
Mont Albert, 2016, Houses, 1928000, 34119000
Mont Albert, 2016, Units, 665000, 6369000
Mont Albert, 2016, Others, 1175000, 6500000
Mont Albert, 2017, All, 1510000, 56405888
Mont Albert, 2017, Houses, 1982500, 44973000
Mont Albert, 2017, Units, 759000, 8909888
Mont Albert, 2017, Others, 1261500, 2523000
Mont Albert, 2018, All, 1700000, 16827500
Mont Albert, 2018, Houses, 2202500, 12575000
Mont Albert, 2018, Units, 620750, 2492500
Mont Albert, 2018, Others, 1760000, 1760000
Lysterfield, 2018, All, 730000, 730000
Lysterfield, 2018, Houses, 730000, 730000
Cairnlea, 2017, All, 696000, 13270200
Cairnlea, 2017, Houses, 696000, 13270200
Cairnlea, 2018, All, 706500, 1413000
Cairnlea, 2018, Houses, 706500, 1413000
Bentleigh, 2016, All, 1275000, 141449500
Bentleigh, 2016, Houses, 1355000, 99584500
Bentleigh, 2016, Units, 650000, 12698000
Bentleigh, 2016, Others, 1245000, 29167000
Bentleigh, 2017, All, 1335000, 169554409
Bentleigh, 2017, Houses, 1520000, 109661000
Bentleigh, 2017, Units, 710000, 13740250
Bentleigh, 2017, Others, 1250000, 46153159
Bentleigh, 2018, All, 1350000, 43855500
Bentleigh, 2018, Houses, 1526000, 33146500
Bentleigh, 2018, Units, 450500, 2371500
Bentleigh, 2018, Others, 1280000, 8337500
South Kingsville, 2016, All, 691000, 10831250
South Kingsville, 2016, Houses, 930000, 5543250
South Kingsville, 2016, Units, 443000, 886000
South Kingsville, 2016, Others, 685500, 4402000
South Kingsville, 2017, All, 825000, 9933000
South Kingsville, 2017, Houses, 995000, 7259000
South Kingsville, 2017, Units, 321000, 1129000
South Kingsville, 2017, Others, 772500, 1545000
South Kingsville, 2018, All, 1015000, 2775000
South Kingsville, 2018, Houses, 1030000, 1030000
South Kingsville, 2018, Others, 872500, 1745000
Edithvale, 2017, All, 870000, 26149000
Edithvale, 2017, Houses, 922500, 17844000
Edithvale, 2017, Units, 686000, 4728000
Edithvale, 2017, Others, 897500, 3577000
Edithvale, 2018, All, 808500, 8243000
Edithvale, 2018, Houses, 962000, 2892000
Edithvale, 2018, Units, 872000, 872000
Edithvale, 2018, Others, 650000, 4479000
Carlton, 2016, All, 860000, 33002350
Carlton, 2016, Houses, 1405000, 22156100
Carlton, 2016, Units, 600000, 9974250
Carlton, 2016, Others, 872000, 872000
Carlton, 2017, All, 1044850, 46194700
Carlton, 2017, Houses, 1399000, 29479000
Carlton, 2017, Units, 830000, 13326000
Carlton, 2017, Others, 1079700, 3389700
Carlton, 2018, All, 1252000, 12156000
Carlton, 2018, Houses, 1410000, 6487000
Carlton, 2018, Units, 650000, 3919000
Carlton, 2018, Others, 1750000, 1750000
Hughesdale, 2016, All, 1111250, 29947500
Hughesdale, 2016, Houses, 1329500, 23877000
Hughesdale, 2016, Units, 485500, 4342500
Hughesdale, 2016, Others, 864000, 1728000
Hughesdale, 2017, All, 998000, 31049000
Hughesdale, 2017, Houses, 1200000, 22410500
Hughesdale, 2017, Units, 720000, 5383500
Hughesdale, 2017, Others, 998000, 3255000
Hughesdale, 2018, All, 705000, 2220000
Hughesdale, 2018, Houses, 815000, 815000
Hughesdale, 2018, Units, 702500, 1405000
Boronia, 2017, All, 783000, 26268100
Boronia, 2017, Houses, 785000, 24778100
Boronia, 2017, Units, 750000, 750000
Boronia, 2017, Others, 740000, 740000
Boronia, 2018, All, 740000, 8125500
Boronia, 2018, Houses, 772500, 6240500
Boronia, 2018, Units, 641000, 1885000
Middle Park, 2016, All, 1660000, 29912000
Middle Park, 2016, Houses, 1957500, 27575000
Middle Park, 2016, Units, 617500, 2337000
Middle Park, 2017, All, 1920000, 65956000
Middle Park, 2017, Houses, 2050000, 63081000
Middle Park, 2017, Units, 1005000, 2875000
Middle Park, 2018, All, 2650000, 24668000
Middle Park, 2018, Houses, 2900000, 23518000
Middle Park, 2018, Units, 1150000, 1150000
Endeavour Hills, 2017, All, 659000, 11172500
Endeavour Hills, 2017, Houses, 659000, 11172500
Endeavour Hills, 2018, All, 824000, 5104000
Endeavour Hills, 2018, Houses, 824000, 5104000
Highett, 2017, All, 1190000, 83212500
Highett, 2017, Houses, 1300000, 52562000
Highett, 2017, Units, 679000, 9622500
Highett, 2017, Others, 1020000, 21028000
Highett, 2018, All, 1280000, 22290000
Highett, 2018, Houses, 1415000, 13553000
Highett, 2018, Units, 623000, 2167000
Highett, 2018, Others, 895000, 6570000
Keilor Downs, 2017, All, 681500, 23014601
Keilor Downs, 2017, Houses, 681500, 23014601
Keilor Downs, 2018, All, 660000, 5900000
Keilor Downs, 2018, Houses, 665000, 4725000
Keilor Downs, 2018, Units, 587500, 1175000
Heathmont, 2017, All, 920000, 32753500
Heathmont, 2017, Houses, 932000, 30147500
Heathmont, 2017, Units, 525000, 525000
Heathmont, 2017, Others, 701000, 2081000
Heathmont, 2018, All, 1105500, 6886000
Heathmont, 2018, Houses, 1105500, 6886000
Kalkallo, 2018, All, 615000, 615000
Kalkallo, 2018, Houses, 615000, 615000
Maidstone, 2016, All, 695000, 40662000
Maidstone, 2016, Houses, 746000, 31984000
Maidstone, 2016, Units, 360000, 1989000
Maidstone, 2016, Others, 615000, 6689000
Maidstone, 2017, All, 715000, 59611000
Maidstone, 2017, Houses, 818000, 30182000
Maidstone, 2017, Units, 406000, 4164000
Maidstone, 2017, Others, 690000, 25265000
Maidstone, 2018, All, 670000, 7166888
Maidstone, 2018, Houses, 825000, 4039888
Maidstone, 2018, Units, 420000, 1235000
Maidstone, 2018, Others, 622000, 1892000
Mitcham, 2017, All, 971500, 82030788
Mitcham, 2017, Houses, 1070000, 63102888
Mitcham, 2017, Units, 775000, 10006800
Mitcham, 2017, Others, 885000, 8921100
Mitcham, 2018, All, 975500, 17698500
Mitcham, 2018, Houses, 1020000, 13696500
Mitcham, 2018, Units, 862500, 1725000
Mitcham, 2018, Others, 730000, 2277000
Fawkner, 2016, All, 615000, 36002000
Fawkner, 2016, Houses, 625000, 30728000
Fawkner, 2016, Units, 460000, 2180500
Fawkner, 2016, Others, 519000, 3093500
Fawkner, 2017, All, 710000, 60384000
Fawkner, 2017, Houses, 735500, 54057500
Fawkner, 2017, Units, 395500, 2459000
Fawkner, 2017, Others, 543500, 3867500
Fawkner, 2018, All, 725000, 19161500
Fawkner, 2018, Houses, 745000, 16487500
Fawkner, 2018, Units, 412000, 412000
Fawkner, 2018, Others, 540000, 2262000
Keysborough, 2017, All, 773000, 20009500
Keysborough, 2017, Houses, 775000, 19321500
Keysborough, 2017, Others, 688000, 688000
Keysborough, 2018, All, 715000, 2200000
Keysborough, 2018, Houses, 715000, 2200000
Williamstown North, 2016, All, 580000, 9498500
Williamstown North, 2016, Houses, 1150000, 6631000
Williamstown North, 2016, Units, 373750, 2367500
Williamstown North, 2016, Others, 500000, 500000
Williamstown North, 2017, All, 1070000, 14008000
Williamstown North, 2017, Houses, 1190000, 11612000
Williamstown North, 2017, Units, 503000, 1006000
Williamstown North, 2017, Others, 695000, 1390000
Williamstown North, 2018, All, 915000, 1830000
Williamstown North, 2018, Houses, 915000, 1830000
Princes Hill, 2016, All, 1700000, 4708000
Princes Hill, 2016, Houses, 1700000, 4708000
Princes Hill, 2017, All, 1600000, 18402500
Princes Hill, 2017, Houses, 1600000, 18402500
Princes Hill, 2018, All, 1552500, 3105000
Princes Hill, 2018, Houses, 1552500, 3105000
Werribee, 2017, All, 497500, 56011450
Werribee, 2017, Houses, 505500, 53874950
Werribee, 2017, Units, 340000, 2136500
Werribee, 2018, All, 500500, 20909000
Werribee, 2018, Houses, 504000, 19683500
Werribee, 2018, Units, 437500, 1225500
Keilor, 2017, All, 775000, 13832500
Keilor, 2017, Houses, 795000, 11647500
Keilor, 2017, Units, 705000, 1410000
Keilor, 2017, Others, 775000, 775000
Keilor, 2018, All, 780000, 2325000
Keilor, 2018, Houses, 780000, 2325000
Wattle Glen, 2017, All, 1140000, 1140000
Wattle Glen, 2017, Houses, 1140000, 1140000
Wattle Glen, 2018, All, 835000, 835000
Wattle Glen, 2018, Houses, 835000, 835000
Flemington, 2016, All, 850000, 26780000
Flemington, 2016, Houses, 934000, 21198500
Flemington, 2016, Units, 370000, 4378500
Flemington, 2016, Others, 601500, 1203000
Flemington, 2017, All, 947500, 50434500
Flemington, 2017, Houses, 1110000, 39010500
Flemington, 2017, Units, 450000, 7448500
Flemington, 2017, Others, 740000, 3975500
Flemington, 2018, All, 618500, 5290500
Flemington, 2018, Houses, 1015000, 2985000
Flemington, 2018, Units, 398000, 1520500
Flemington, 2018, Others, 785000, 785000
Croydon North, 2017, All, 835000, 16433800
Croydon North, 2017, Houses, 846000, 15928800
Croydon North, 2017, Units, 505000, 505000
Croydon North, 2018, All, 610000, 1835500
Croydon North, 2018, Houses, 637750, 1275500
Croydon North, 2018, Units, 560000, 560000
Seaholme, 2016, All, 1000000, 6260000
Seaholme, 2016, Houses, 950000, 5200000
Seaholme, 2016, Others, 1060000, 1060000
Seaholme, 2017, All, 870000, 9062500
Seaholme, 2017, Houses, 1360000, 6475000
Seaholme, 2017, Units, 521250, 1042500
Seaholme, 2017, Others, 772500, 1545000
Seaholme, 2018, All, 1105000, 3365000
Seaholme, 2018, Houses, 1105000, 3365000
Diamond Creek, 2017, All, 742500, 13501000
Diamond Creek, 2017, Houses, 815000, 11724000
